#reassigned_contig	top_hit_contig	second_hit_contig	best_match_coverage	max_match_coverage	reassignment	new_name
CMU001189F	-	-	-	-	KEEP	001084F
CMU001180F	-	-	-	-	KEEP	001085F
CMU001289F	CMU000091F	CMU000125F	10.03	17.95	KEEP	001086F
CMU001276F	CMU000021F	CMU000009F	4.82	10.96	KEEP	001087F
CMU001277F	CMU000453F	CMU000031F	35.26	40.99	KEEP	001088F
CMU001297F	-	-	-	-	KEEP	001089F
CMU001183F	-	-	-	-	KEEP	001090F
CMU001271F	CMU000001F	CMU000063F	40.22	44.46	KEEP	001091F
CMU001267F	CMU000014F	CMU001116F	35.43	113.47	KEEP	001092F
CMU001247F	CMU000073F	CMU000019F	27.85	38.76	KEEP	001093F
CMU001238F	-	-	-	-	KEEP	001094F
CMU001291F	-	-	-	-	KEEP	001095F
CMU001283F	CMU001485F	CMU000012F	40.40	75.90	KEEP	001096F
CMU001285F	CMU001577F	CMU000012F	20.01	56.16	KEEP	001097F
CMU001056F	-	-	-	-	KEEP	001098F
CMU001246F	CMU002034F	CMU000019F	27.19	32.47	KEEP	001099F
CMU001208F	CMU000932F	CMU000035F	52.42	69.11	KEEP	001100F
CMU001278F	-	-	-	-	KEEP	001101F
CMU001272F	CMU000019F	CMU000027F	2.31	5.93	KEEP	001102F
CMU001250F	CMU001012F	CMU000188F	17.65	95.54	KEEP	001103F
CMU001313F	-	-	-	-	KEEP	001104F
CMU001325F	-	-	-	-	KEEP	001105F
CMU001074F	CMU000559F	CMU000191F	41.68	42.12	KEEP	001106F
CMU001231F	-	-	-	-	KEEP	001107F
CMU001265F	-	-	-	-	KEEP	001108F
CMU001245F	-	-	-	-	KEEP	001109F
CMU001274F	CMU001491F	CMU000022F	35.94	251.13	KEEP	001110F
CMU001320F	-	-	-	-	KEEP	001111F
CMU001268F	CMU000624F	CMU000012F	56.46	129.37	KEEP	001112F
CMU001261F	-	-	-	-	KEEP	001113F
CMU001321F	CMU000616F	CMU000012F	69.75	85.99	KEEP	001114F
CMU001304F	CMU000012F	CMU000014F	59.89	155.85	KEEP	001115F
CMU001242F	-	-	-	-	KEEP	001116F
CMU001345F	CMU000000F	CMU000019F	14.15	18.13	KEEP	001117F
CMU001210F	-	-	-	-	KEEP	001118F
CMU001286F	CMU000012F	CMU000034F	26.28	76.11	KEEP	001119F
CMU001288F	CMU001573F	CMU000019F	32.24	37.02	KEEP	001120F
CMU001298F	CMU000012F	CMU000018F	54.57	131.33	KEEP	001121F
CMU001355F	CMU000331F	CMU002081F	24.18	44.03	KEEP	001122F
CMU001331F	-	-	-	-	KEEP	001123F
CMU001307F	-	-	-	-	KEEP	001124F
CMU001282F	CMU000163F	CMU000012F	35.04	641.09	KEEP	001125F
CMU001212F	-	-	-	-	KEEP	001126F
CMU001388F	CMU000018F	CMU000199F	66.20	165.13	KEEP	001127F
CMU001311F	-	-	-	-	KEEP	001128F
CMU001284F	CMU000012F	CMU002184F	34.08	52.46	KEEP	001129F
CMU001322F	CMU000199F	CMU000490F	34.78	68.85	KEEP	001130F
CMU001220F	-	-	-	-	KEEP	001131F
CMU001292F	-	-	-	-	KEEP	001132F
CMU001317F	CMU000437F	CMU000701F	52.17	469.71	KEEP	001133F
CMU001269F	CMU001102F	CMU000055F	34.77	66.36	KEEP	001134F
CMU001315F	-	-	-	-	KEEP	001135F
CMU001401F	CMU000007F	CMU000019F	4.44	10.37	KEEP	001136F
CMU001306F	-	-	-	-	KEEP	001137F
CMU001346F	CMU000037F	CMU000000F	20.98	56.88	KEEP	001138F
CMU001361F	CMU000012F	CMU000014F	31.17	76.19	KEEP	001139F
CMU001342F	CMU000081F	CMU000757F	21.89	22.00	KEEP	001140F
CMU001237F	-	-	-	-	KEEP	001141F
CMU001257F	CMU000012F	CMU000014F	62.04	106.43	KEEP	001142F
CMU001312F	CMU000019F	CMU000010F	4.31	6.84	KEEP	001143F
CMU001365F	CMU000034F	CMU000331F	15.75	20.49	KEEP	001144F
CMU001308F	CMU000015F	CMU000426F	32.14	70.26	KEEP	001145F
CMU001340F	CMU000019F	CMU001856F	68.53	139.95	KEEP	001146F
CMU001305F	CMU001147F	CMU000012F	51.81	122.43	KEEP	001147F
CMU001314F	CMU000019F	CMU000031F	3.19	7.13	KEEP	001148F
CMU001327F	CMU000010F	CMU000000F	35.05	77.37	KEEP	001149F
CMU001318F	-	-	-	-	KEEP	001150F
CMU001301F	CMU000015F	CMU000012F	13.32	28.55	KEEP	001151F
CMU001396F	CMU001045F	CMU000992F	36.76	39.58	KEEP	001152F
CMU001351F	CMU000195F	CMU000012F	44.85	88.08	KEEP	001153F
CMU000702F	CMU001060F	CMU000019F	31.66	43.31	KEEP	001154F
CMU001319F	CMU000913F	CMU000012F	57.14	128.44	KEEP	001155F
CMU001349F	CMU000850F	CMU000019F	29.26	85.50	KEEP	001156F
CMU001329F	-	-	-	-	KEEP	001157F
CMU001366F	CMU000012F	CMU000126F	15.17	43.50	KEEP	001158F
CMU001425F	CMU000012F	CMU000014F	56.13	177.75	KEEP	001159F
CMU001348F	-	-	-	-	KEEP	001160F
CMU001369F	CMU000784F	CMU000015F	58.84	71.05	KEEP	001161F
CMU001300F	CMU000054F	CMU000091F	47.52	53.61	KEEP	001162F
CMU001367F	CMU000420F	CMU000019F	45.83	128.42	KEEP	001163F
CMU001376F	CMU000012F	CMU000734F	48.29	104.21	KEEP	001164F
CMU001347F	-	-	-	-	KEEP	001165F
CMU001309F	CMU000134F	CMU000057F	27.09	51.30	KEEP	001166F
CMU001382F	-	-	-	-	KEEP	001167F
CMU001353F	CMU000019F	CMU000507F	6.30	6.88	KEEP	001168F
CMU001354F	CMU002802F	CMU000018F	37.70	54.61	KEEP	001169F
CMU001434F	CMU000128F	CMU001122F	52.64	54.33	KEEP	001170F
CMU001352F	CMU000002F	CMU000012F	23.98	97.36	KEEP	001171F
CMU001363F	CMU000012F	CMU000303F	25.42	83.13	KEEP	001172F
CMU001294F	CMU000620F	CMU000019F	16.81	19.35	KEEP	001173F
CMU001442F	CMU000134F	CMU001028F	0.45	5.69	KEEP	001174F
CMU001402F	CMU000741F	CMU000509F	37.82	55.86	KEEP	001175F
CMU001357F	CMU000843F	CMU000012F	62.51	170.25	KEEP	001176F
CMU001417F	-	-	-	-	KEEP	001177F
CMU001400F	CMU000019F	CMU000031F	3.23	8.75	KEEP	001178F
CMU001356F	CMU000012F	CMU001148F	32.63	73.07	KEEP	001179F
CMU001512F	CMU000098F	CMU000012F	16.95	33.09	KEEP	001180F
CMU001344F	-	-	-	-	KEEP	001181F
CMU001462F	CMU000199F	CMU000015F	6.52	11.81	KEEP	001182F
CMU001343F	CMU000981F	CMU000166F	48.87	84.14	KEEP	001183F
CMU001232F	-	-	-	-	KEEP	001184F
CMU001287F	CMU000012F	CMU000034F	22.12	47.34	KEEP	001185F
CMU001379F	CMU003374F	CMU001553F	6.07	6.08	KEEP	001186F
CMU001428F	CMU000433F	CMU000031F	13.26	13.95	KEEP	001187F
CMU001299F	-	-	-	-	KEEP	001188F
CMU001441F	CMU001011F	CMU000012F	42.63	92.66	KEEP	001189F
CMU001377F	-	-	-	-	KEEP	001190F
CMU001323F	-	-	-	-	KEEP	001191F
CMU001451F	CMU000130F	CMU000006F	15.39	18.99	KEEP	001192F
CMU001416F	CMU000016F	CMU000071F	18.70	18.94	KEEP	001193F
CMU001326F	CMU000113F	CMU000014F	14.59	30.12	KEEP	001194F
CMU001385F	CMU000763F	CMU001902F	18.21	33.71	KEEP	001195F
CMU001324F	-	-	-	-	KEEP	001196F
CMU001482F	CMU000114F	CMU000034F	42.31	54.91	KEEP	001197F
CMU001332F	CMU000012F	CMU000015F	52.41	130.41	KEEP	001198F
CMU001485F	CMU001283F	CMU000096F	41.37	113.42	KEEP	001199F
CMU001393F	CMU000144F	CMU000000F	39.62	135.56	KEEP	001200F
CMU001383F	-	-	-	-	KEEP	001201F
CMU001446F	CMU000052F	CMU000019F	39.33	44.78	KEEP	001202F
CMU001456F	CMU000012F	CMU000649F	55.38	119.98	KEEP	001203F
CMU001529F	CMU000268F	CMU000012F	41.55	94.10	KEEP	001204F
CMU001399F	CMU001184F	CMU000014F	23.41	41.01	KEEP	001205F
CMU001438F	CMU000056F	CMU000048F	13.02	28.00	KEEP	001206F
CMU001350F	-	-	-	-	KEEP	001207F
CMU001452F	-	-	-	-	KEEP	001208F
CMU001473F	CMU000114F	CMU000866F	46.30	58.68	KEEP	001209F
CMU001406F	CMU000012F	CMU000000F	45.80	214.44	KEEP	001210F
CMU001410F	-	-	-	-	KEEP	001211F
CMU001472F	CMU000012F	CMU000014F	64.85	227.27	KEEP	001212F
CMU001458F	-	-	-	-	KEEP	001213F
CMU001491F	CMU000022F	CMU000246F	34.46	173.08	KEEP	001214F
CMU001444F	CMU000793F	CMU000010F	29.08	36.24	KEEP	001215F
CMU001413F	CMU000012F	CMU000158F	21.02	95.74	KEEP	001216F
CMU001469F	-	-	-	-	KEEP	001217F
CMU001264F	CMU000012F	CMU000018F	36.31	160.42	KEEP	001218F
CMU001433F	-	-	-	-	KEEP	001219F
CMU001405F	CMU000738F	CMU000014F	42.73	90.66	KEEP	001220F
CMU001443F	CMU000034F	CMU000012F	60.43	125.76	KEEP	001221F
CMU001467F	CMU000117F	CMU000019F	19.51	20.92	KEEP	001222F
CMU001339F	CMU000292F	CMU000762F	3.37	20.41	KEEP	001223F
CMU001486F	CMU000216F	CMU000019F	66.31	67.16	KEEP	001224F
CMU001540F	CMU001503F	CMU000199F	67.15	71.98	KEEP	001225F
CMU001493F	CMU002081F	CMU000735F	62.21	72.63	KEEP	001226F
CMU001561F	CMU000519F	CMU000096F	16.94	17.55	KEEP	001227F
CMU001435F	-	-	-	-	KEEP	001228F
CMU001454F	-	-	-	-	KEEP	001229F
CMU001487F	CMU000431F	CMU000002F	76.29	103.74	KEEP	001230F
CMU001387F	CMU000010F	CMU000012F	69.58	156.87	KEEP	001231F
CMU001515F	CMU000116F	CMU000019F	64.53	128.36	KEEP	001232F
CMU001426F	CMU000018F	CMU000012F	35.30	121.59	KEEP	001233F
CMU001418F	-	-	-	-	KEEP	001234F
CMU001480F	CMU000149F	CMU000123F	16.87	34.04	KEEP	001235F
CMU001524F	-	-	-	-	KEEP	001236F
CMU001564F	CMU000177F	CMU000000F	10.21	13.95	KEEP	001237F
CMU001466F	-	-	-	-	KEEP	001238F
CMU001549F	-	-	-	-	KEEP	001239F
CMU001583F	CMU000012F	CMU000014F	33.66	70.38	KEEP	001240F
CMU001464F	-	-	-	-	KEEP	001241F
CMU001545F	CMU000070F	CMU000055F	34.30	217.19	KEEP	001242F
CMU001503F	CMU001540F	CMU000956F	61.69	67.24	KEEP	001243F
CMU001415F	-	-	-	-	KEEP	001244F
CMU001470F	-	-	-	-	KEEP	001245F
CMU001471F	CMU000509F	CMU000039F	8.81	10.11	KEEP	001246F
CMU001474F	-	-	-	-	KEEP	001247F
CMU001495F	-	-	-	-	KEEP	001248F
CMU001384F	CMU000012F	CMU000014F	26.04	74.69	KEEP	001249F
CMU001424F	CMU000012F	CMU000014F	54.08	164.48	KEEP	001250F
CMU000621F	CMU001033F	CMU000353F	51.34	51.88	KEEP	001251F
CMU001527F	CMU000014F	CMU000012F	56.94	125.68	KEEP	001252F
CMU001571F	CMU000012F	CMU001343F	65.34	111.57	KEEP	001253F
CMU001430F	-	-	-	-	KEEP	001254F
CMU001513F	-	-	-	-	KEEP	001255F
CMU001408F	CMU000014F	CMU000012F	26.41	62.33	KEEP	001256F
CMU001427F	CMU002193F	CMU000012F	47.28	61.06	KEEP	001257F
CMU001439F	CMU000104F	CMU000019F	33.33	149.23	KEEP	001258F
CMU001483F	CMU000967F	CMU000025F	99.20	145.79	KEEP	001259F
CMU001533F	CMU001005F	CMU000006F	10.76	10.86	KEEP	001260F
CMU001411F	CMU000121F	CMU000002F	36.18	78.73	KEEP	001261F
CMU001404F	CMU000012F	CMU000035F	34.03	122.48	KEEP	001262F
CMU001514F	CMU000134F	CMU001028F	6.57	35.45	KEEP	001263F
CMU001372F	CMU000585F	CMU000021F	18.54	21.56	KEEP	001264F
CMU001455F	CMU000113F	CMU000062F	53.56	120.43	KEEP	001265F
CMU001386F	CMU000014F	CMU000012F	33.31	85.54	KEEP	001266F
CMU001573F	CMU001288F	CMU000085F	61.64	66.81	KEEP	001267F
CMU001390F	CMU000019F	CMU001340F	15.63	23.29	KEEP	001268F
CMU001510F	-	-	-	-	KEEP	001269F
CMU001518F	CMU000458F	CMU000016F	54.80	57.01	KEEP	001270F
CMU001558F	CMU000325F	CMU000006F	45.45	63.13	KEEP	001271F
CMU001478F	-	-	-	-	KEEP	001272F
CMU001449F	-	-	-	-	KEEP	001273F
CMU001445F	-	-	-	-	KEEP	001274F
CMU001371F	-	-	-	-	KEEP	001275F
CMU001461F	CMU000500F	CMU000014F	35.65	66.43	KEEP	001276F
CMU001597F	-	-	-	-	KEEP	001277F
CMU001542F	CMU000012F	CMU001281F	35.50	55.55	KEEP	001278F
CMU001582F	-	-	-	-	KEEP	001279F
CMU001494F	-	-	-	-	KEEP	001280F
CMU001526F	CMU000076F	CMU000656F	45.57	56.70	KEEP	001281F
CMU001596F	CMU000622F	CMU000019F	38.82	62.73	KEEP	001282F
CMU001551F	CMU000037F	CMU000019F	2.76	11.83	KEEP	001283F
CMU001523F	-	-	-	-	KEEP	001284F
CMU001497F	-	-	-	-	KEEP	001285F
CMU001575F	-	-	-	-	KEEP	001286F
CMU001554F	CMU000420F	CMU000748F	69.35	309.26	KEEP	001287F
CMU001634F	-	-	-	-	KEEP	001288F
CMU001580F	CMU000014F	CMU000000F	10.85	23.76	KEEP	001289F
CMU001504F	-	-	-	-	KEEP	001290F
CMU001440F	CMU000012F	CMU000018F	20.96	34.23	KEEP	001291F
CMU001695F	CMU000089F	CMU000012F	56.01	190.40	KEEP	001292F
CMU001517F	-	-	-	-	KEEP	001293F
CMU001522F	-	-	-	-	KEEP	001294F
CMU001550F	CMU000199F	CMU000015F	23.47	34.69	KEEP	001295F
CMU001543F	-	-	-	-	KEEP	001296F
CMU001669F	CMU000012F	CMU001087F	16.62	26.47	KEEP	001297F
CMU001563F	CMU001241F	CMU000012F	62.13	210.45	KEEP	001298F
CMU001657F	CMU001857F	CMU000223F	27.14	27.45	KEEP	001299F
CMU001621F	CMU000096F	CMU000014F	48.96	135.72	KEEP	001300F
CMU001509F	-	-	-	-	KEEP	001301F
CMU001555F	-	-	-	-	KEEP	001302F
CMU001505F	-	-	-	-	KEEP	001303F
CMU001562F	-	-	-	-	KEEP	001304F
CMU001556F	CMU000012F	CMU000034F	46.28	170.61	KEEP	001305F
CMU001622F	CMU000251F	CMU000009F	59.84	141.03	KEEP	001306F
CMU001569F	-	-	-	-	KEEP	001307F
CMU001572F	-	-	-	-	KEEP	001308F
CMU001699F	CMU001206F	CMU000010F	69.56	79.17	KEEP	001309F
CMU001535F	-	-	-	-	KEEP	001310F
CMU001588F	CMU000043F	CMU000189F	64.35	76.67	KEEP	001311F
CMU001577F	CMU001285F	CMU000012F	61.25	145.31	KEEP	001312F
CMU000482F	CMU001116F	CMU000012F	39.77	87.84	KEEP	001313F
CMU001490F	-	-	-	-	KEEP	001314F
CMU001553F	CMU003374F	CMU001379F	6.72	6.72	KEEP	001315F
CMU001587F	CMU000646F	CMU000014F	59.08	148.92	KEEP	001316F
CMU001578F	CMU000012F	CMU000041F	64.63	149.44	KEEP	001317F
CMU001689F	CMU000038F	CMU000056F	52.77	58.05	KEEP	001318F
CMU001520F	-	-	-	-	KEEP	001319F
CMU001492F	CMU000371F	CMU000017F	67.38	85.97	KEEP	001320F
CMU001633F	-	-	-	-	KEEP	001321F
CMU001675F	CMU000350F	CMU000019F	43.16	55.24	KEEP	001322F
CMU001607F	-	-	-	-	KEEP	001323F
CMU001608F	CMU000139F	CMU000648F	23.11	29.37	KEEP	001324F
CMU001643F	CMU000012F	CMU000010F	51.13	123.91	KEEP	001325F
CMU001619F	CMU000019F	CMU000011F	4.44	7.72	KEEP	001326F
CMU001642F	CMU000012F	CMU000010F	23.01	54.71	KEEP	001327F
CMU001511F	-	-	-	-	KEEP	001328F
CMU001585F	CMU000012F	CMU000002F	61.46	268.77	KEEP	001329F
CMU001707F	CMU000895F	CMU000398F	65.15	402.01	KEEP	001330F
CMU001681F	-	-	-	-	KEEP	001331F
CMU001661F	CMU000012F	CMU000014F	66.89	247.73	KEEP	001332F
CMU001613F	-	-	-	-	KEEP	001333F
CMU001742F	CMU000014F	CMU001095F	49.34	109.07	KEEP	001334F
CMU001713F	-	-	-	-	KEEP	001335F
CMU001612F	-	-	-	-	KEEP	001336F
CMU001618F	CMU000311F	CMU000012F	51.39	88.37	KEEP	001337F
CMU001606F	-	-	-	-	KEEP	001338F
CMU001594F	CMU000018F	CMU000065F	54.54	194.43	KEEP	001339F
CMU001673F	-	-	-	-	KEEP	001340F
CMU001701F	CMU000958F	CMU000018F	55.85	57.47	KEEP	001341F
CMU001052F	-	-	-	-	KEEP	001342F
CMU001593F	CMU000007F	CMU000018F	14.19	35.07	KEEP	001343F
CMU001591F	-	-	-	-	KEEP	001344F
CMU001620F	CMU000669F	CMU000000F	25.51	48.08	KEEP	001345F
CMU001641F	-	-	-	-	KEEP	001346F
CMU001629F	-	-	-	-	KEEP	001347F
CMU001655F	CMU000376F	CMU000034F	60.81	79.96	KEEP	001348F
CMU001666F	CMU000077F	CMU000037F	31.09	60.89	KEEP	001349F
CMU001716F	CMU000734F	CMU000144F	16.08	19.66	KEEP	001350F
CMU001614F	CMU000242F	CMU000012F	42.09	46.12	KEEP	001351F
CMU001637F	CMU000507F	CMU000019F	51.88	52.54	KEEP	001352F
CMU001672F	CMU000146F	CMU000327F	41.98	42.36	KEEP	001353F
CMU001624F	CMU000478F	CMU000019F	45.88	50.24	KEEP	001354F
CMU001639F	CMU000000F	CMU000034F	7.82	16.05	KEEP	001355F
CMU001723F	CMU000932F	CMU000012F	60.13	122.38	KEEP	001356F
CMU001678F	-	-	-	-	KEEP	001357F
CMU001833F	CMU000065F	CMU000160F	46.57	123.58	KEEP	001358F
CMU001685F	-	-	-	-	KEEP	001359F
CMU001541F	-	-	-	-	KEEP	001360F
CMU001698F	CMU000012F	CMU000010F	53.71	88.49	KEEP	001361F
CMU001690F	-	-	-	-	KEEP	001362F
CMU001720F	CMU002106F	CMU000574F	68.68	68.70	KEEP	001363F
CMU001680F	CMU000540F	CMU000126F	15.56	30.02	KEEP	001364F
CMU001825F	CMU000014F	CMU000018F	23.50	77.48	KEEP	001365F
CMU001686F	CMU001644F	CMU000015F	52.30	76.12	KEEP	001366F
CMU001644F	-	-	-	-	KEEP	001367F
CMU001645F	-	-	-	-	KEEP	001368F
CMU001623F	-	-	-	-	KEEP	001369F
CMU001768F	CMU000012F	CMU000065F	73.34	122.71	KEEP	001370F
CMU001747F	CMU001006F	CMU000091F	62.64	66.39	KEEP	001371F
CMU001724F	CMU000012F	CMU001177F	66.38	121.85	KEEP	001372F
CMU001781F	CMU001320F	CMU001183F	61.46	190.62	KEEP	001373F
CMU001726F	CMU000350F	CMU000607F	10.71	11.07	KEEP	001374F
CMU001817F	CMU002771F	CMU000932F	22.06	22.76	KEEP	001375F
CMU001368F	CMU000119F	CMU000012F	49.94	89.40	KEEP	001376F
CMU001722F	CMU000324F	CMU000586F	30.70	98.34	KEEP	001377F
CMU001684F	-	-	-	-	KEEP	001378F
CMU001786F	CMU000012F	CMU000014F	16.94	61.67	KEEP	001379F
CMU001741F	CMU000034F	CMU000012F	26.37	43.03	KEEP	001380F
CMU001710F	CMU000983F	CMU000018F	64.69	383.09	KEEP	001381F
CMU001862F	CMU000380F	CMU000060F	42.57	42.85	KEEP	001382F
CMU001778F	CMU000012F	CMU000188F	29.57	84.70	KEEP	001383F
CMU001759F	-	-	-	-	KEEP	001384F
CMU000625F	CMU000019F	CMU000566F	23.05	27.94	KEEP	001385F
CMU000637F	CMU000019F	CMU000441F	52.18	58.08	KEEP	001386F
CMU001754F	CMU000969F	CMU000014F	59.86	133.79	KEEP	001387F
CMU001667F	-	-	-	-	KEEP	001388F
CMU001688F	-	-	-	-	KEEP	001389F
CMU001897F	CMU000134F	CMU001022F	68.20	69.36	KEEP	001390F
CMU001721F	CMU000014F	CMU000145F	4.45	8.32	KEEP	001391F
CMU001702F	CMU000734F	CMU000014F	62.94	111.42	KEEP	001392F
CMU001738F	CMU001137F	CMU000012F	56.43	74.85	KEEP	001393F
CMU001788F	-	-	-	-	KEEP	001394F
CMU001728F	-	-	-	-	KEEP	001395F
CMU001821F	CMU000389F	CMU000032F	100.00	105.57	KEEP	001396F
CMU001864F	CMU000956F	CMU002111F	4.32	17.53	KEEP	001397F
CMU001727F	CMU000586F	CMU002323F	55.00	67.58	KEEP	001398F
CMU001854F	CMU000011F	CMU000019F	42.31	44.77	KEEP	001399F
CMU001589F	-	-	-	-	KEEP	001400F
CMU001805F	CMU000120F	CMU000463F	41.96	41.96	KEEP	001401F
CMU001770F	CMU000073F	CMU000000F	23.45	76.27	KEEP	001402F
CMU001867F	CMU002645F	CMU000034F	25.21	59.75	KEEP	001403F
CMU001753F	CMU000034F	CMU000002F	32.26	73.94	KEEP	001404F
CMU001610F	CMU000034F	CMU000014F	63.78	216.56	KEEP	001405F
CMU001752F	CMU000143F	CMU001350F	20.13	227.22	KEEP	001406F
CMU001733F	-	-	-	-	KEEP	001407F
CMU001763F	-	-	-	-	KEEP	001408F
CMU001762F	-	-	-	-	KEEP	001409F
CMU001780F	CMU000012F	CMU000208F	6.13	20.34	KEEP	001410F
CMU001709F	-	-	-	-	KEEP	001411F
CMU001856F	CMU001340F	CMU000019F	44.55	83.61	KEEP	001412F
CMU001735F	-	-	-	-	KEEP	001413F
CMU001772F	-	-	-	-	KEEP	001414F
CMU001626F	-	-	-	-	KEEP	001415F
CMU001705F	-	-	-	-	KEEP	001416F
CMU001604F	-	-	-	-	KEEP	001417F
CMU001745F	CMU000012F	CMU000041F	70.59	169.76	KEEP	001418F
CMU001068F	CMU000000F	CMU000015F	6.83	16.66	KEEP	001419F
CMU001863F	CMU000794F	CMU000000F	38.96	42.67	KEEP	001420F
CMU001552F	-	-	-	-	KEEP	001421F
CMU001888F	CMU000896F	CMU000012F	57.15	88.15	KEEP	001422F
CMU001775F	CMU000012F	CMU000239F	53.52	117.76	KEEP	001423F
CMU001760F	CMU001150F	CMU002871F	68.58	83.89	KEEP	001424F
CMU001853F	CMU000733F	CMU000012F	67.36	253.69	KEEP	001425F
CMU001758F	CMU000018F	CMU000012F	5.65	32.80	KEEP	001426F
CMU001798F	CMU000675F	CMU000014F	46.68	94.99	KEEP	001427F
CMU001756F	CMU000012F	CMU000014F	56.96	150.55	KEEP	001428F
CMU001827F	-	-	-	-	KEEP	001429F
CMU001739F	-	-	-	-	KEEP	001430F
CMU001875F	CMU000336F	CMU000010F	61.68	82.76	KEEP	001431F
CMU001792F	CMU001103F	CMU000017F	61.97	107.30	KEEP	001432F
CMU002143F	CMU000585F	CMU000019F	66.38	105.73	KEEP	001433F
CMU001978F	CMU000396F	CMU000019F	55.86	65.13	KEEP	001434F
CMU001877F	CMU000063F	CMU000019F	62.67	170.71	KEEP	001435F
CMU001963F	CMU000019F	CMU000092F	41.91	50.87	KEEP	001436F
CMU001617F	CMU000014F	CMU000498F	47.56	116.68	KEEP	001437F
CMU001773F	CMU000113F	CMU000012F	40.82	114.89	KEEP	001438F
CMU000683F	CMU000019F	CMU000656F	38.75	41.02	KEEP	001439F
CMU001794F	CMU000010F	CMU000034F	5.79	16.62	KEEP	001440F
CMU002033F	CMU000932F	CMU000014F	54.01	60.37	KEEP	001441F
CMU001789F	-	-	-	-	KEEP	001442F
CMU001746F	-	-	-	-	KEEP	001443F
CMU001857F	CMU000554F	CMU001644F	5.97	27.36	KEEP	001444F
CMU001767F	-	-	-	-	KEEP	001445F
CMU001831F	CMU002785F	CMU000129F	18.11	265.75	KEEP	001446F
CMU001902F	CMU002513F	CMU001385F	4.28	6.45	KEEP	001447F
CMU001796F	CMU000264F	CMU000096F	63.69	203.34	KEEP	001448F
CMU001943F	CMU000065F	CMU000015F	14.76	34.37	KEEP	001449F
CMU001973F	CMU000012F	CMU000014F	31.32	93.12	KEEP	001450F
CMU001804F	CMU000015F	CMU000018F	37.94	130.08	KEEP	001451F
CMU001820F	-	-	-	-	KEEP	001452F
CMU001185F	CMU000014F	CMU000561F	69.79	420.87	KEEP	001453F
CMU001859F	CMU000014F	CMU000012F	52.43	117.29	KEEP	001454F
CMU001880F	CMU000015F	CMU000700F	21.99	32.29	KEEP	001455F
CMU001915F	-	-	-	-	KEEP	001456F
CMU001861F	-	-	-	-	KEEP	001457F
CMU001765F	-	-	-	-	KEEP	001458F
CMU001829F	-	-	-	-	KEEP	001459F
CMU001835F	CMU000109F	CMU000398F	50.31	53.28	KEEP	001460F
CMU001971F	CMU000116F	CMU000019F	37.77	129.44	KEEP	001461F
CMU001886F	-	-	-	-	KEEP	001462F
CMU001807F	CMU000088F	CMU000126F	2.05	11.15	KEEP	001463F
CMU001711F	-	-	-	-	KEEP	001464F
CMU001799F	-	-	-	-	KEEP	001465F
CMU001879F	CMU003353F	CMU003024F	24.07	68.29	KEEP	001466F
CMU002094F	CMU000100F	CMU000784F	21.65	115.51	KEEP	001467F
CMU001842F	CMU000012F	CMU000010F	47.75	76.25	KEEP	001468F
CMU001836F	CMU002081F	CMU000012F	53.33	160.15	KEEP	001469F
CMU001962F	-	-	-	-	KEEP	001470F
CMU001868F	CMU000012F	CMU000009F	53.82	104.61	KEEP	001471F
CMU001847F	-	-	-	-	KEEP	001472F
CMU001876F	-	-	-	-	KEEP	001473F
CMU001916F	-	-	-	-	KEEP	001474F
CMU001918F	CMU000000F	CMU000012F	21.78	128.51	KEEP	001475F
CMU002106F	CMU001720F	CMU000852F	67.16	73.52	KEEP	001476F
CMU001917F	CMU000014F	CMU000243F	34.58	143.80	KEEP	001477F
CMU002012F	-	-	-	-	KEEP	001478F
CMU001852F	-	-	-	-	KEEP	001479F
CMU001920F	-	-	-	-	KEEP	001480F
CMU002222F	CMU000007F	CMU000010F	99.78	178.88	KEEP	001481F
CMU002045F	CMU000012F	CMU000055F	21.72	95.33	KEEP	001482F
CMU001903F	-	-	-	-	KEEP	001483F
CMU001933F	CMU000862F	CMU000014F	29.37	52.33	KEEP	001484F
CMU001905F	CMU000169F	CMU001139F	33.58	40.15	KEEP	001485F
CMU001907F	CMU000089F	CMU000035F	42.42	165.67	KEEP	001486F
CMU001813F	-	-	-	-	KEEP	001487F
CMU002004F	CMU000034F	CMU000010F	35.13	98.43	KEEP	001488F
CMU001872F	CMU000878F	CMU000092F	68.60	68.77	KEEP	001489F
CMU001832F	-	-	-	-	KEEP	001490F
CMU002081F	CMU000982F	CMU000468F	8.67	13.48	KEEP	001491F
CMU001947F	CMU000010F	CMU000346F	25.67	53.37	KEEP	001492F
CMU001913F	CMU001644F	CMU000490F	3.50	28.28	KEEP	001493F
CMU001995F	CMU000015F	CMU000118F	67.46	123.10	KEEP	001494F
CMU001878F	-	-	-	-	KEEP	001495F
CMU002048F	CMU000074F	CMU001645F	8.01	34.62	KEEP	001496F
CMU001898F	-	-	-	-	KEEP	001497F
CMU001887F	CMU000017F	CMU000019F	12.59	34.41	KEEP	001498F
CMU001983F	CMU000015F	CMU000395F	0.00	0.00	KEEP	001499F
CMU002065F	CMU000601F	CMU000134F	43.55	50.10	KEEP	001500F
CMU002029F	-	-	-	-	KEEP	001501F
CMU001944F	CMU000237F	CMU000001F	20.70	21.89	KEEP	001502F
CMU001911F	CMU000211F	CMU000018F	50.86	134.06	KEEP	001503F
CMU001992F	-	-	-	-	KEEP	001504F
