#reassigned_contig	top_hit_contig	second_hit_contig	best_match_coverage	max_match_coverage	reassignment
CMU002946F	CMU000399F	CMU000065F	99.81	127.33	HAPLOTIG
CMU002947F	CMU000960F	CMU000243F	100.00	273.14	REPEAT
CMU002948F	CMU000108F	CMU000164F	99.97	128.41	HAPLOTIG
CMU002950F	CMU000012F	CMU000055F	99.76	261.54	REPEAT
CMU002951F	CMU000517F	CMU000012F	100.00	225.79	HAPLOTIG
CMU002952F	CMU000303F	CMU000528F	75.53	433.38	REPEAT
CMU002953F	CMU001675F	CMU000417F	99.81	558.97	REPEAT
CMU002954F	CMU000850F	CMU001349F	100.00	3262.38	REPEAT
CMU002955F	CMU002228F	CMU000034F	99.80	112.61	HAPLOTIG
CMU002956F	CMU000818F	CMU000010F	100.00	223.07	HAPLOTIG
CMU002957F	CMU002250F	CMU000019F	100.00	140.09	HAPLOTIG
CMU002959F	CMU000064F	CMU001379F	97.29	435.13	REPEAT
CMU002960F	CMU000227F	CMU000019F	99.99	102.49	HAPLOTIG
CMU002964F	CMU000874F	CMU000126F	98.29	129.53	HAPLOTIG
CMU002967F	CMU000232F	CMU000065F	99.86	312.71	REPEAT
CMU002969F	CMU000929F	CMU000091F	100.00	101.46	HAPLOTIG
CMU002970F	CMU000050F	CMU000002F	99.91	114.20	HAPLOTIG
CMU002972F	CMU000950F	CMU000023F	100.00	275.71	REPEAT
CMU002974F	CMU000501F	CMU000294F	98.25	287.07	REPEAT
CMU002975F	CMU000019F	CMU000116F	99.94	2857.84	REPEAT
CMU002976F	CMU000559F	CMU000852F	99.97	170.72	HAPLOTIG
CMU002977F	CMU000398F	CMU001088F	99.89	550.72	REPEAT
CMU002980F	CMU001675F	CMU000417F	99.93	560.57	REPEAT
CMU002981F	CMU002537F	CMU000199F	100.00	200.79	HAPLOTIG
CMU002984F	CMU000420F	CMU000797F	99.93	252.41	REPEAT
CMU002985F	CMU000025F	CMU000164F	99.95	101.62	HAPLOTIG
CMU002986F	CMU001165F	CMU000158F	87.61	87.61	HAPLOTIG
CMU002987F	CMU000875F	CMU000051F	99.95	128.88	HAPLOTIG
CMU002988F	CMU000069F	CMU000091F	99.93	111.11	HAPLOTIG
CMU002991F	CMU003180F	CMU003275F	0	0	REPEAT
CMU002992F	CMU000037F	CMU001003F	99.98	651.33	REPEAT
CMU002993F	CMU000835F	CMU000155F	99.79	297.56	REPEAT
CMU002994F	CMU000261F	CMU000007F	99.98	100.06	HAPLOTIG
CMU002995F	CMU000366F	CMU000143F	99.13	110.10	HAPLOTIG
CMU002996F	CMU001553F	CMU000012F	95.73	165.36	HAPLOTIG
CMU002997F	CMU000585F	CMU000091F	99.97	202.09	HAPLOTIG
CMU002998F	CMU000223F	CMU000012F	100.00	236.16	HAPLOTIG
CMU003000F	CMU000024F	CMU000002F	76.78	76.85	HAPLOTIG
CMU003001F	CMU002044F	CMU000911F	99.94	424.78	REPEAT
CMU003003F	CMU000163F	CMU000158F	99.49	253.70	REPEAT
CMU003004F	CMU000733F	CMU000956F	95.15	297.03	REPEAT
CMU003005F	CMU000677F	CMU000019F	99.98	321.22	REPEAT
CMU003007F	CMU000140F	CMU000822F	99.93	184.11	HAPLOTIG
CMU003008F	CMU000243F	CMU000398F	99.81	149.13	HAPLOTIG
CMU003010F	CMU000724F	CMU000002F	99.65	103.29	HAPLOTIG
CMU003016F	CMU000843F	CMU000012F	92.31	173.66	HAPLOTIG
CMU003019F	CMU000169F	CMU001905F	100.00	153.01	HAPLOTIG
CMU003020F	CMU001960F	CMU000015F	99.95	123.65	HAPLOTIG
CMU003021F	CMU000000F	CMU000897F	99.84	482.23	REPEAT
CMU003023F	CMU000301F	CMU000019F	99.98	2948.26	REPEAT
CMU003029F	CMU000344F	CMU000096F	99.96	286.41	REPEAT
CMU003030F	CMU000499F	CMU000917F	99.36	368.41	REPEAT
CMU003031F	CMU001299F	CMU000009F	99.52	218.85	HAPLOTIG
CMU003032F	CMU000366F	CMU000002F	99.75	198.05	HAPLOTIG
CMU003033F	CMU000014F	CMU000938F	94.32	771.45	REPEAT
CMU003034F	CMU000080F	CMU000201F	87.09	87.09	HAPLOTIG
CMU003035F	CMU000858F	CMU000951F	99.93	358.63	REPEAT
CMU003036F	CMU000284F	CMU000398F	100.00	192.94	HAPLOTIG
CMU003039F	CMU000450F	CMU000121F	100.00	306.44	REPEAT
CMU003041F	CMU000981F	CMU000515F	100.00	237.51	HAPLOTIG
CMU003042F	CMU002513F	CMU001902F	100.00	177.32	HAPLOTIG
CMU003043F	CMU001411F	CMU000119F	90.11	159.69	HAPLOTIG
CMU003047F	CMU001439F	CMU000104F	99.99	306.45	REPEAT
CMU003048F	CMU000098F	CMU000965F	99.98	128.76	HAPLOTIG
CMU003049F	CMU000692F	CMU000019F	99.94	103.34	HAPLOTIG
CMU003050F	CMU000617F	CMU000034F	99.98	121.43	HAPLOTIG
CMU003051F	CMU000140F	CMU000091F	99.98	116.61	HAPLOTIG
CMU003053F	CMU001675F	CMU000417F	99.92	617.82	REPEAT
CMU003055F	CMU001864F	CMU000075F	100.00	131.84	HAPLOTIG
CMU003058F	CMU000653F	CMU000995F	99.55	184.44	HAPLOTIG
CMU003059F	CMU000850F	CMU001349F	100.00	3310.29	REPEAT
CMU003061F	CMU000026F	CMU000083F	100.00	245.00	HAPLOTIG
CMU003064F	CMU000698F	CMU000976F	93.34	203.02	HAPLOTIG
CMU003066F	CMU000079F	CMU000142F	99.93	416.37	REPEAT
CMU003068F	CMU000214F	CMU001351F	99.94	632.66	REPEAT
CMU003069F	CMU000864F	CMU001827F	99.71	102.95	HAPLOTIG
CMU003071F	CMU001493F	CMU001478F	99.38	180.84	HAPLOTIG
CMU003075F	CMU000719F	CMU000034F	99.95	307.62	REPEAT
CMU003077F	CMU000457F	CMU002001F	100.00	152.78	HAPLOTIG
CMU003078F	CMU001770F	CMU000296F	100.00	119.35	HAPLOTIG
CMU003079F	CMU001250F	CMU000141F	99.85	104.93	HAPLOTIG
CMU003080F	CMU000199F	CMU000720F	99.81	166.92	HAPLOTIG
CMU003081F	CMU000004F	CMU000031F	99.99	831.61	REPEAT
CMU003082F	CMU002165F	CMU003098F	97.42	356.25	REPEAT
CMU003083F	CMU000223F	CMU000144F	100.00	136.79	HAPLOTIG
CMU003088F	CMU000998F	CMU000895F	100.00	322.76	REPEAT
CMU003089F	CMU000885F	CMU000000F	89.58	134.97	HAPLOTIG
CMU003090F	CMU000336F	CMU000956F	84.35	144.62	HAPLOTIG
CMU003092F	CMU000271F	CMU000189F	99.99	190.82	HAPLOTIG
CMU003093F	CMU000720F	CMU000070F	98.04	212.35	HAPLOTIG
CMU003094F	CMU000000F	CMU000057F	100.00	234.12	HAPLOTIG
CMU003096F	CMU000395F	CMU000092F	96.09	152.11	HAPLOTIG
CMU003097F	CMU000349F	CMU000038F	90.12	836.84	REPEAT
CMU003099F	CMU000124F	CMU000019F	99.99	104.08	HAPLOTIG
CMU003100F	CMU000169F	CMU001905F	100.00	162.83	HAPLOTIG
CMU003101F	CMU000698F	CMU000407F	99.62	109.15	HAPLOTIG
CMU003102F	CMU000493F	CMU000143F	99.91	102.77	HAPLOTIG
CMU003103F	CMU000143F	CMU001377F	99.81	369.17	REPEAT
CMU003105F	CMU000744F	CMU000586F	98.50	815.00	REPEAT
CMU003106F	CMU000331F	CMU001325F	99.85	178.76	HAPLOTIG
CMU003108F	CMU000594F	CMU000336F	100.00	193.95	HAPLOTIG
CMU003109F	CMU000026F	CMU000000F	100.00	297.60	REPEAT
CMU003110F	CMU001621F	CMU000096F	98.78	278.59	REPEAT
CMU003111F	CMU000417F	CMU000199F	99.98	723.34	REPEAT
CMU003113F	CMU002812F	CMU000129F	70.68	103.87	HAPLOTIG
CMU003114F	CMU000624F	CMU000636F	100.00	113.75	HAPLOTIG
CMU003115F	CMU000065F	CMU000014F	72.57	550.40	REPEAT
CMU003116F	CMU000025F	CMU000502F	99.99	100.82	HAPLOTIG
CMU003117F	CMU000009F	CMU000014F	99.90	193.86	HAPLOTIG
CMU003118F	CMU000263F	CMU000856F	100.00	135.72	HAPLOTIG
CMU003119F	CMU000891F	CMU000802F	99.95	319.86	REPEAT
CMU003120F	CMU000034F	CMU001225F	99.13	176.91	HAPLOTIG
CMU003121F	CMU000199F	CMU000586F	75.41	99.89	HAPLOTIG
CMU003122F	CMU000420F	CMU000018F	100.00	461.65	REPEAT
CMU003123F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003132F	CMU000512F	CMU000733F	99.88	333.08	REPEAT
CMU003136F	CMU001799F	CMU000728F	99.95	459.80	REPEAT
CMU003138F	CMU000385F	CMU000416F	99.97	144.34	HAPLOTIG
CMU003141F	CMU000062F	CMU000012F	99.94	308.43	REPEAT
CMU003143F	CMU000350F	CMU000417F	99.82	493.71	REPEAT
CMU003144F	CMU000303F	CMU000018F	100.00	177.26	HAPLOTIG
CMU003145F	CMU000222F	CMU000019F	99.94	101.15	HAPLOTIG
CMU003148F	CMU000283F	CMU000029F	99.98	103.85	HAPLOTIG
CMU003150F	CMU000449F	CMU000188F	99.71	140.22	HAPLOTIG
CMU003151F	CMU000463F	CMU000398F	98.77	98.78	HAPLOTIG
CMU003153F	CMU000322F	CMU000562F	96.35	206.13	HAPLOTIG
CMU003155F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003157F	CMU001644F	CMU000586F	97.68	592.11	REPEAT
CMU003158F	CMU001024F	CMU000004F	99.99	133.15	HAPLOTIG
CMU003159F	CMU001404F	CMU000035F	99.84	270.83	REPEAT
CMU003163F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003164F	CMU000029F	CMU000019F	94.82	262.13	REPEAT
CMU003169F	CMU000812F	CMU001120F	99.86	154.22	HAPLOTIG
CMU003172F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003173F	CMU001564F	CMU000092F	99.97	426.89	REPEAT
CMU003174F	CMU000065F	CMU002134F	89.18	164.11	HAPLOTIG
CMU003175F	CMU001088F	CMU000895F	97.17	444.50	REPEAT
CMU003176F	CMU000083F	CMU000578F	99.66	213.50	HAPLOTIG
CMU003177F	CMU000747F	CMU000012F	99.93	294.54	REPEAT
CMU003178F	CMU000884F	CMU000006F	99.92	761.13	REPEAT
CMU003179F	CMU002466F	CMU003353F	89.34	6986.58	REPEAT
CMU003185F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003188F	CMU000802F	CMU001079F	80.04	1576.44	REPEAT
CMU003193F	CMU001788F	CMU002646F	99.88	406.59	REPEAT
CMU003196F	CMU001424F	CMU002091F	99.36	181.18	HAPLOTIG
CMU003198F	CMU000850F	CMU001349F	96.20	3964.14	REPEAT
CMU003200F	CMU000129F	CMU000064F	98.91	218.48	HAPLOTIG
CMU003205F	CMU003072F	CMU000019F	99.89	2139.49	REPEAT
CMU003206F	CMU000189F	CMU000838F	99.65	355.69	REPEAT
CMU003207F	CMU002645F	CMU001867F	99.94	157.14	HAPLOTIG
CMU003208F	CMU002111F	CMU000956F	100.00	1454.90	REPEAT
CMU003214F	CMU000420F	CMU000565F	82.21	368.93	REPEAT
CMU003216F	CMU000501F	CMU000442F	100.00	185.42	HAPLOTIG
CMU003218F	CMU001230F	CMU000038F	99.96	197.23	HAPLOTIG
CMU003220F	CMU001963F	CMU000019F	99.92	457.04	REPEAT
CMU003221F	CMU002810F	CMU000015F	100.00	167.89	HAPLOTIG
CMU003222F	CMU000689F	CMU000026F	99.70	195.88	HAPLOTIG
CMU003223F	CMU000871F	CMU000477F	99.78	277.47	REPEAT
CMU003225F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003226F	CMU001963F	CMU000019F	99.85	370.14	REPEAT
CMU003232F	CMU000894F	CMU000012F	97.69	181.48	HAPLOTIG
CMU003233F	CMU001698F	CMU000012F	99.15	199.62	HAPLOTIG
CMU003240F	CMU001180F	CMU000712F	88.70	191.68	HAPLOTIG
CMU003242F	CMU000288F	CMU000204F	99.97	207.31	HAPLOTIG
CMU003244F	CMU000481F	CMU000007F	99.86	122.60	HAPLOTIG
CMU003245F	CMU002202F	CMU001158F	97.33	264.17	REPEAT
CMU003246F	CMU000327F	CMU000400F	100.00	1176.78	REPEAT
CMU003248F	CMU000014F	CMU000057F	87.23	229.36	HAPLOTIG
CMU003251F	CMU001157F	CMU000085F	99.98	167.96	HAPLOTIG
CMU003252F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003253F	CMU002604F	CMU002646F	98.48	5195.45	REPEAT
CMU003255F	CMU001931F	CMU000451F	99.72	123.73	HAPLOTIG
CMU003257F	CMU000082F	CMU000398F	100.00	102.38	HAPLOTIG
CMU003258F	CMU001088F	CMU000895F	100.00	447.10	REPEAT
CMU003259F	CMU000301F	CMU000019F	100.00	1886.98	REPEAT
CMU003260F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003261F	CMU001443F	CMU000689F	99.98	441.74	REPEAT
CMU003262F	CMU000009F	CMU000000F	87.52	325.99	REPEAT
CMU003268F	CMU001833F	CMU001198F	99.83	281.50	REPEAT
CMU003272F	CMU000015F	CMU001799F	98.72	149.13	HAPLOTIG
CMU003273F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003274F	CMU001864F	CMU000956F	79.78	127.10	HAPLOTIG
CMU003276F	CMU001491F	CMU000022F	99.85	922.13	REPEAT
CMU003283F	CMU001937F	CMU000002F	100.00	202.87	HAPLOTIG
CMU003284F	CMU000334F	CMU001752F	99.97	100.83	HAPLOTIG
CMU003285F	CMU001138F	CMU002780F	99.75	321.11	REPEAT
CMU003286F	CMU000601F	CMU000061F	99.83	138.33	HAPLOTIG
CMU003289F	CMU000019F	CMU000620F	99.72	114.93	HAPLOTIG
CMU003291F	CMU000994F	CMU001545F	92.92	249.58	HAPLOTIG
CMU003292F	CMU000958F	CMU000956F	86.81	546.52	REPEAT
CMU003293F	CMU000554F	CMU001644F	100.00	260.94	REPEAT
CMU003294F	CMU001518F	CMU000031F	99.98	100.03	HAPLOTIG
CMU003295F	CMU002044F	CMU000911F	99.98	1512.26	REPEAT
CMU003298F	CMU002646F	CMU003443F	100.00	4100.00	REPEAT
CMU003300F	CMU002839F	CMU002989F	100.00	6200.00	REPEAT
CMU003304F	CMU000089F	CMU000486F	93.98	123.08	HAPLOTIG
CMU003305F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003306F	CMU001427F	CMU002193F	0	0	REPEAT
CMU003308F	CMU000446F	CMU001265F	99.80	491.08	REPEAT
CMU003311F	CMU001491F	CMU000022F	99.99	1363.69	REPEAT
CMU003312F	CMU002933F	CMU000028F	99.99	99.99	HAPLOTIG
CMU003315F	CMU001990F	CMU001348F	83.96	1646.52	REPEAT
CMU003316F	CMU001968F	CMU000041F	100.00	248.19	HAPLOTIG
CMU003318F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003320F	CMU000503F	CMU000203F	99.92	881.36	REPEAT
CMU003326F	CMU000335F	CMU000061F	100.00	100.27	HAPLOTIG
CMU003331F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003333F	CMU002839F	CMU002989F	100.00	6800.00	REPEAT
CMU003334F	CMU001770F	CMU000296F	97.79	711.95	REPEAT
CMU003335F	CMU000275F	CMU000014F	100.00	264.03	REPEAT
CMU003339F	CMU000586F	CMU000199F	100.00	708.74	REPEAT
CMU003342F	CMU003072F	CMU000019F	99.78	2299.28	REPEAT
CMU003343F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003346F	CMU000015F	CMU000586F	80.00	155.00	HAPLOTIG
CMU003352F	CMU000260F	CMU000480F	96.78	871.06	REPEAT
CMU003354F	CMU000757F	CMU000398F	99.99	99.99	HAPLOTIG
CMU003364F	CMU001088F	CMU000728F	100.00	566.14	REPEAT
CMU003368F	CMU000330F	CMU000019F	99.80	136.16	HAPLOTIG
CMU003376F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003380F	CMU001173F	CMU000019F	100.00	384.67	REPEAT
CMU003381F	CMU000309F	CMU000121F	100.00	118.16	HAPLOTIG
CMU003382F	CMU000301F	CMU000019F	99.81	2673.82	REPEAT
CMU003383F	CMU001773F	CMU000012F	71.00	339.54	REPEAT
CMU003389F	CMU000586F	CMU000015F	100.00	263.10	REPEAT
CMU003390F	CMU001173F	CMU000657F	99.95	445.12	REPEAT
CMU003391F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003396F	CMU002111F	CMU000956F	100.00	1500.00	REPEAT
CMU003398F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003399F	CMU001485F	CMU000913F	99.16	355.29	REPEAT
CMU003401F	CMU000398F	CMU003227F	100.00	1251.52	REPEAT
CMU003402F	CMU000066F	CMU000587F	86.58	103.99	HAPLOTIG
CMU003405F	CMU000744F	CMU000395F	90.00	190.00	HAPLOTIG
CMU003408F	CMU000728F	CMU000398F	99.71	290.53	REPEAT
CMU003409F	CMU001011F	CMU001441F	96.97	260.61	REPEAT
CMU003410F	CMU000404F	CMU000119F	100.00	185.71	HAPLOTIG
CMU003415F	CMU000586F	CMU000468F	100.00	754.17	REPEAT
CMU003417F	CMU000534F	CMU000802F	99.61	674.00	REPEAT
CMU003420F	CMU000096F	CMU000466F	75.00	288.18	REPEAT
CMU003421F	CMU001002F	CMU000099F	100.00	222.51	HAPLOTIG
CMU003422F	CMU001644F	CMU002185F	99.39	748.93	REPEAT
CMU003424F	CMU000554F	CMU001644F	99.23	135.90	HAPLOTIG
CMU003425F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003429F	CMU003227F	CMU003388F	99.28	397.10	REPEAT
CMU003431F	CMU000958F	CMU000241F	98.83	618.03	REPEAT
CMU003433F	CMU002027F	CMU002301F	99.46	635.70	REPEAT
CMU003435F	CMU001644F	CMU002185F	98.19	454.68	REPEAT
CMU003436F	CMU002182F	CMU000000F	96.69	151.24	HAPLOTIG
CMU003437F	CMU000073F	CMU000927F	99.95	437.40	REPEAT
CMU003440F	CMU001079F	CMU000802F	96.18	2244.32	REPEAT
CMU003441F	CMU003180F	CMU003275F	87.50	2112.50	REPEAT
CMU003442F	CMU000480F	CMU000562F	100.00	1100.00	REPEAT
CMU003446F	CMU000128F	CMU000019F	100.00	289.83	REPEAT
CMU003450F	CMU002737F	CMU000024F	0	0	REPEAT
CMU003451F	CMU003227F	CMU003388F	100.00	159.26	HAPLOTIG
CMU003455F	CMU002002F	CMU000058F	94.57	97.02	HAPLOTIG
CMU003457F	CMU001377F	CMU001088F	100.00	737.61	REPEAT
CMU003467F	CMU000214F	CMU000378F	99.90	3558.48	REPEAT
CMU003473F	CMU000099F	CMU000089F	98.83	528.76	REPEAT
CMU003476F	CMU000251F	CMU001464F	99.16	145.17	HAPLOTIG
CMU003477F	CMU000861F	CMU000810F	99.35	195.91	HAPLOTIG
CMU003481F	CMU000956F	CMU000199F	97.09	217.48	HAPLOTIG
CMU003482F	CMU000096F	CMU000000F	70.08	244.60	HAPLOTIG
CMU003487F	CMU000302F	CMU000019F	99.69	312.66	REPEAT
CMU003494F	CMU000586F	CMU000015F	100.00	200.00	HAPLOTIG
CMU003496F	CMU000007F	CMU000398F	99.86	114.13	HAPLOTIG
CMU003509F	CMU000958F	CMU000241F	95.69	712.93	REPEAT
CMU003513F	CMU000012F	CMU000014F	94.70	182.78	HAPLOTIG
CMU003516F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003517F	CMU000294F	CMU001758F	99.80	114.06	HAPLOTIG
CMU003524F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003525F	CMU000378F	CMU001340F	100.00	152.38	HAPLOTIG
CMU003526F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003529F	CMU000352F	CMU000083F	0	0	REPEAT
CMU003532F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003535F	CMU001752F	CMU002202F	100.00	352.26	REPEAT
CMU003543F	CMU003180F	CMU003275F	0	0	REPEAT
CMU003550F	CMU000180F	CMU001995F	93.59	371.79	REPEAT
CMU003560F	CMU000108F	CMU000363F	99.61	104.45	HAPLOTIG
CMU003564F	CMU000543F	CMU000432F	97.56	215.45	HAPLOTIG
CMU003578F	CMU001353F	CMU000019F	100.00	172.69	HAPLOTIG
CMU003579F	CMU000012F	CMU001472F	0	0	REPEAT
CMU003580F	CMU002096F	CMU000188F	96.83	533.33	REPEAT
CMU003581F	CMU001839F	CMU000686F	100.00	700.00	REPEAT
CMU003588F	CMU001079F	CMU000206F	84.27	3364.16	REPEAT
CMU003597F	CMU002932F	CMU000733F	99.02	396.08	REPEAT
CMU003602F	CMU000243F	CMU000729F	98.80	267.48	REPEAT
CMU003628F	CMU000924F	CMU000034F	99.79	99.79	HAPLOTIG
CMU003654F	CMU000842F	CMU003359F	99.46	596.75	REPEAT
CMU003666F	CMU000562F	CMU000014F	85.67	685.37	REPEAT
CMU003674F	CMU000522F	CMU001393F	84.97	594.76	REPEAT
CMU003679F	CMU003388F	CMU003227F	98.36	435.25	REPEAT
CMU003683F	CMU002932F	CMU000733F	100.00	300.00	REPEAT
CMU003706F	CMU002096F	CMU000188F	97.67	383.33	REPEAT
CMU003717F	CMU003227F	CMU003388F	100.00	100.00	HAPLOTIG
CMU003719F	CMU001176F	CMU000065F	72.48	421.30	REPEAT
CMU003739F	CMU001167F	CMU000559F	99.98	101.07	HAPLOTIG
CMU003766F	CMU001788F	CMU000051F	0	0	REPEAT
CMU003776F	CMU000238F	CMU000186F	100.00	141.59	HAPLOTIG
#contigs_kept
CMU000001F	-	-	-	-	KEEP
CMU000000F	-	-	-	-	KEEP
CMU000002F	-	-	-	-	KEEP
CMU000004F	CMU000134F	CMU000031F	0.23	0.55	KEEP
CMU000006F	CMU000031F	CMU000021F	0.49	2.84	KEEP
CMU000005F	CMU000001F	CMU000102F	1.99	2.43	KEEP
CMU000007F	-	-	-	-	KEEP
CMU000008F	CMU000249F	CMU000230F	4.80	18.41	KEEP
CMU000009F	-	-	-	-	KEEP
CMU000012F	-	-	-	-	KEEP
CMU000010F	-	-	-	-	KEEP
CMU000014F	-	-	-	-	KEEP
CMU000015F	-	-	-	-	KEEP
CMU000016F	CMU000019F	CMU000027F	1.13	2.45	KEEP
CMU000018F	-	-	-	-	KEEP
CMU000019F	-	-	-	-	KEEP
CMU000017F	CMU000007F	CMU000457F	7.75	8.40	KEEP
CMU000020F	CMU000341F	CMU000000F	23.32	24.50	KEEP
CMU000025F	CMU000019F	CMU000031F	1.69	3.25	KEEP
CMU000021F	CMU000204F	CMU000019F	10.68	21.98	KEEP
CMU000022F	-	-	-	-	KEEP
CMU000024F	CMU000019F	CMU000001F	27.54	28.80	KEEP
CMU000027F	CMU000019F	CMU000021F	1.53	3.30	KEEP
CMU000034F	-	-	-	-	KEEP
CMU000026F	-	-	-	-	KEEP
CMU000023F	CMU000006F	CMU000001F	1.75	1.89	KEEP
CMU000032F	CMU000043F	CMU000204F	40.17	41.25	KEEP
CMU000033F	CMU000042F	CMU000092F	41.08	42.76	KEEP
CMU000037F	CMU000077F	CMU000019F	17.99	21.76	KEEP
CMU000028F	CMU001000F	CMU000091F	6.19	10.64	KEEP
CMU000030F	-	-	-	-	KEEP
CMU000035F	-	-	-	-	KEEP
CMU000029F	-	-	-	-	KEEP
CMU000038F	-	-	-	-	KEEP
CMU000044F	CMU000721F	CMU000019F	9.79	9.92	KEEP
CMU000042F	CMU000247F	CMU000033F	50.19	51.85	KEEP
CMU000039F	CMU000127F	CMU000000F	37.71	44.46	KEEP
CMU000040F	-	-	-	-	KEEP
CMU000031F	CMU000019F	CMU000732F	15.54	17.32	KEEP
CMU000041F	CMU000012F	CMU000018F	7.22	12.51	KEEP
CMU000043F	CMU000032F	CMU001588F	44.47	45.82	KEEP
CMU000049F	CMU000433F	CMU000029F	9.47	9.84	KEEP
CMU000046F	CMU000019F	CMU000056F	1.75	2.91	KEEP
CMU000045F	CMU000019F	CMU000017F	3.84	6.00	KEEP
CMU000054F	-	-	-	-	KEEP
CMU000048F	CMU000006F	CMU000001F	1.09	1.32	KEEP
CMU000050F	CMU000131F	CMU000019F	20.72	26.31	KEEP
CMU000047F	-	-	-	-	KEEP
CMU000051F	-	-	-	-	KEEP
CMU000059F	-	-	-	-	KEEP
CMU000056F	CMU000019F	CMU000031F	4.84	8.23	KEEP
CMU000052F	CMU000006F	CMU000092F	0.96	1.56	KEEP
CMU000055F	-	-	-	-	KEEP
CMU000057F	-	-	-	-	KEEP
CMU000061F	-	-	-	-	KEEP
CMU000060F	-	-	-	-	KEEP
CMU000065F	-	-	-	-	KEEP
CMU000058F	-	-	-	-	KEEP
CMU000053F	-	-	-	-	KEEP
CMU000063F	CMU001194F	CMU001182F	8.38	13.80	KEEP
CMU000062F	-	-	-	-	KEEP
CMU000067F	CMU000544F	CMU000019F	17.93	19.40	KEEP
CMU000064F	-	-	-	-	KEEP
CMU000066F	CMU000557F	CMU000008F	16.55	24.20	KEEP
CMU000072F	-	-	-	-	KEEP
CMU000074F	-	-	-	-	KEEP
CMU000069F	CMU000091F	CMU000092F	1.27	2.22	KEEP
CMU000073F	-	-	-	-	KEEP
CMU000070F	-	-	-	-	KEEP
CMU000077F	CMU000037F	CMU000019F	14.93	21.44	KEEP
CMU000075F	CMU001012F	CMU000188F	1.53	11.98	KEEP
CMU000076F	-	-	-	-	KEEP
CMU000081F	-	-	-	-	KEEP
CMU000068F	-	-	-	-	KEEP
CMU000078F	-	-	-	-	KEEP
CMU000083F	-	-	-	-	KEEP
CMU000079F	CMU000307F	CMU000956F	28.01	28.19	KEEP
CMU000082F	CMU000019F	CMU000031F	1.17	2.12	KEEP
CMU000071F	CMU000027F	CMU000019F	1.69	2.95	KEEP
CMU000090F	CMU000021F	CMU000019F	3.13	4.84	KEEP
CMU000085F	CMU000031F	CMU000125F	2.59	3.64	KEEP
CMU000080F	CMU000097F	CMU000019F	37.50	38.98	KEEP
CMU000104F	-	-	-	-	KEEP
CMU000093F	CMU000019F	CMU000017F	2.31	4.59	KEEP
CMU000086F	-	-	-	-	KEEP
CMU000092F	CMU000006F	CMU000059F	1.13	1.54	KEEP
CMU000087F	CMU000059F	CMU000006F	17.19	17.75	KEEP
CMU000097F	-	-	-	-	KEEP
CMU000100F	CMU000019F	CMU000533F	2.28	15.20	KEEP
CMU000094F	-	-	-	-	KEEP
CMU000102F	CMU000147F	CMU000372F	16.09	16.93	KEEP
CMU000106F	-	-	-	-	KEEP
CMU000096F	-	-	-	-	KEEP
CMU000098F	-	-	-	-	KEEP
CMU000103F	CMU000075F	CMU000020F	3.59	3.81	KEEP
CMU000095F	-	-	-	-	KEEP
CMU000099F	-	-	-	-	KEEP
CMU000088F	-	-	-	-	KEEP
CMU000089F	-	-	-	-	KEEP
CMU000107F	-	-	-	-	KEEP
CMU000109F	CMU000664F	CMU000019F	25.61	70.70	KEEP
CMU000116F	CMU000019F	CMU000017F	3.85	8.55	KEEP
CMU000111F	-	-	-	-	KEEP
CMU000091F	CMU000779F	CMU000125F	18.89	22.38	KEEP
CMU000120F	CMU000333F	CMU000006F	19.00	19.19	KEEP
CMU000105F	-	-	-	-	KEEP
CMU000114F	-	-	-	-	KEEP
CMU000110F	CMU001303F	CMU000022F	55.69	62.12	KEEP
CMU000121F	-	-	-	-	KEEP
CMU000117F	-	-	-	-	KEEP
CMU000108F	CMU000134F	CMU000019F	5.74	8.96	KEEP
CMU000112F	-	-	-	-	KEEP
CMU000125F	-	-	-	-	KEEP
CMU000113F	-	-	-	-	KEEP
CMU000115F	CMU000029F	CMU000019F	0.56	1.62	KEEP
CMU000118F	-	-	-	-	KEEP
CMU000123F	-	-	-	-	KEEP
CMU000126F	-	-	-	-	KEEP
CMU000124F	CMU000174F	CMU000061F	23.95	24.10	KEEP
CMU000129F	-	-	-	-	KEEP
CMU000119F	-	-	-	-	KEEP
